Pert,Kpa,Tprot
Ribociclib,TGFBR1,MAP1B
Ribociclib,TGFBR1,NCL
Ribociclib,TGFBR1,NUCKS1
Ribociclib,TGFBR1,PRMT3
Ribociclib,TGFBR1,RANBP3
Ribociclib,TGFBR1,RBM33
Ribociclib,TGFBR1,RPLP1
Ribociclib,TGFBR1,SALL2
Ribociclib,TGFBR1,SRCAP
Ribociclib,TGFBR1,TOP2A
Ribociclib,TGFBR1,UTP18
Ribociclib,TGFBR1,WDR75
Ribociclib,TLK1,DPF2
Ribociclib,TLK1,HNRNPA1L2
Ribociclib,TLK1,HNRNPA3
Ribociclib,TLK1,SF3B2
Ribociclib,TLK1,TP53BP1
Ribociclib,TLK1,USP15
Ribociclib,TLK1,ZC3HAV1
Ribociclib,TLK2,DPF2
Ribociclib,TLK2,TOR1AIP1
Ribociclib,TLK2,TP53BP1
Ribociclib,TLK2,USP15
Ribociclib,TNIK,AEBP2
Ribociclib,TNIK,CHD1L
Ribociclib,TNIK,COBLL1
Ribociclib,TNIK,GMIP
Ribociclib,TNIK,NAV1
Ribociclib,TNIK,PACSIN2
Ribociclib,TNIK,RPS14
Ribociclib,TNIK,UFD1
Ribociclib,ULK1,CALD1
Ribociclib,ULK1,SRCAP
Ribociclib,ULK1,TPR
Ribociclib,ULK2,ARHGEF2
Ribociclib,ULK2,BEND3
Ribociclib,ULK2,CALD1
Ribociclib,ULK2,COBLL1
Ribociclib,ULK2,DNTTIP2
Ribociclib,ULK2,JPH1
Ribociclib,ULK2,PRRT4
Ribociclib,ULK2,RSL1D1
Ribociclib,ULK2,SRSF2
Ribociclib,ULK2,UFD1
Ribociclib,VRK1,CHD1L
Ribociclib,VRK1,RPS14
Ripasudil,AAK1,AAK1
Ripasudil,AAK1,CENPC
Ripasudil,AAK1,CLDN3
Ripasudil,AAK1,L1RE1
Ripasudil,AAK1,SEC62
Ripasudil,AAK1,ZNF24
Ripasudil,AAK1,ZNF3
Ripasudil,ACVR2B,CLNS1A
Ripasudil,ACVR2B,DDX21
Ripasudil,ACVR2B,DNTTIP2
Ripasudil,ACVR2B,EIF2AK4
Ripasudil,ACVR2B,GPALPP1
Ripasudil,ACVR2B,HDAC1
Ripasudil,ACVR2B,HDAC2
Ripasudil,ACVR2B,HIRIP3
Ripasudil,ACVR2B,INCENP
Ripasudil,ACVR2B,KAT6A
Ripasudil,ACVR2B,LARP1
Ripasudil,ACVR2B,MCM3
Ripasudil,ACVR2B,MDC1
Ripasudil,ACVR2B,MFAP1
Ripasudil,ACVR2B,MORC2
Ripasudil,ACVR2B,MRE11
Ripasudil,ACVR2B,MSH6
Ripasudil,ACVR2B,NCL
Ripasudil,ACVR2B,NUCKS1
Ripasudil,ACVR2B,OXSR1
Ripasudil,ACVR2B,PCNP
Ripasudil,ACVR2B,PDAP1
Ripasudil,ACVR2B,PDS5B
Ripasudil,ACVR2B,PRPF38A
Ripasudil,ACVR2B,RPLP0P6
Ripasudil,ACVR2B,RPLP1
Ripasudil,ACVR2B,SF3B2
Ripasudil,ACVR2B,SMARCAD1
Ripasudil,ACVR2B,STRN4
Ripasudil,ACVR2B,TMX1
Ripasudil,ACVR2B,UNC93B1
Ripasudil,ACVR2B,USP39
Ripasudil,ACVR2B,WDHD1
Ripasudil,AKT1,ALPK3
Ripasudil,AKT1,ANKRD34A
Ripasudil,AKT1,ARHGAP35
Ripasudil,AKT1,ARHGEF5
Ripasudil,AKT1,BLVRA
Ripasudil,AKT1,CABLES1
Ripasudil,AKT1,CEP170
Ripasudil,AKT1,CTNNB1
Ripasudil,AKT1,FAM83H
Ripasudil,AKT1,FBXO42
Ripasudil,AKT1,HELLS
Ripasudil,AKT1,KIF4A
Ripasudil,AKT1,KNL1
Ripasudil,AKT1,MEX3C
Ripasudil,AKT1,MLPH
Ripasudil,AKT1,MTMR14
Ripasudil,AKT1,NCAPH
Ripasudil,AKT1,ORC1
Ripasudil,AKT1,PAK4
Ripasudil,AKT1,PDE3A
Ripasudil,AKT1,PHETA1
Ripasudil,AKT1,PITPNM1
Ripasudil,AKT1,PPIP5K2
Ripasudil,AKT1,PRPF4B
Ripasudil,AKT1,RALGAPA1
Ripasudil,AKT1,RPS6
Ripasudil,AKT1,SLC43A2
Ripasudil,AKT1,SPIRE1
Ripasudil,AKT1,THOC5
Ripasudil,AKT2,ALPK3
Ripasudil,AKT2,ANKRD34A
Ripasudil,AKT2,ARHGAP35
Ripasudil,AKT2,ARHGEF5
Ripasudil,AKT2,CTNNB1
Ripasudil,AKT2,FAM83H
Ripasudil,AKT2,FBXO42
Ripasudil,AKT2,KATNA1
Ripasudil,AKT2,KIF4A
Ripasudil,AKT2,KNL1
Ripasudil,AKT2,MATR3
Ripasudil,AKT2,MED13
Ripasudil,AKT2,MEX3C
Ripasudil,AKT2,MLPH
Ripasudil,AKT2,MTMR14
Ripasudil,AKT2,NCAPH
Ripasudil,AKT2,PAK4
Ripasudil,AKT2,PDE3A
Ripasudil,AKT2,PHETA1
Ripasudil,AKT2,PITPNM1
Ripasudil,AKT2,PPIP5K2
Ripasudil,AKT2,RALGAPA1
Ripasudil,AKT2,RPS6
Ripasudil,AKT2,RPS6KA4
Ripasudil,AKT2,SPIRE1
Ripasudil,AKT2,SRRM2
Ripasudil,AKT2,THOC5
Ripasudil,AKT2,TMEM40
Ripasudil,AKT2,TRIM3
Ripasudil,AKT3,ALPK3
Ripasudil,AKT3,ANKRD34A
Ripasudil,AKT3,ARHGAP35
Ripasudil,AKT3,ARHGEF5
Ripasudil,AKT3,BLVRA
Ripasudil,AKT3,CTNNB1
Ripasudil,AKT3,ERRFI1
Ripasudil,AKT3,FAM83H
Ripasudil,AKT3,FBXO42
Ripasudil,AKT3,KIF4A
Ripasudil,AKT3,KNL1
Ripasudil,AKT3,MED13
Ripasudil,AKT3,MLPH
Ripasudil,AKT3,MTMR14
Ripasudil,AKT3,ORC1
Ripasudil,AKT3,PAK4
Ripasudil,AKT3,PDE3A
Ripasudil,AKT3,PHETA1
Ripasudil,AKT3,PITPNM1
Ripasudil,AKT3,PPIP5K2
Ripasudil,AKT3,RASGRP2
Ripasudil,AKT3,RBM10
Ripasudil,AKT3,RPS6
Ripasudil,AKT3,SLC43A2
Ripasudil,AKT3,SPIRE1
Ripasudil,AKT3,THOC5
Ripasudil,AKT3,TRIM3
Ripasudil,ATR,CTNND2
Ripasudil,ATR,MAST2
Ripasudil,ATR,MTMR7
Ripasudil,ATR,NDRG2
Ripasudil,ATR,NEO1
Ripasudil,ATR,NUCB1
Ripasudil,ATR,PRRC2B
Ripasudil,ATR,RIPOR1
Ripasudil,ATR,WNK1
Ripasudil,BCKDK,ARHGAP29
Ripasudil,BCKDK,BRAF
Ripasudil,BCKDK,DMWD
Ripasudil,BCKDK,LCP1
Ripasudil,BCKDK,MADD
Ripasudil,BCKDK,NAV1
Ripasudil,BCKDK,PPFIBP2
Ripasudil,BCKDK,PTPRA
Ripasudil,BCKDK,RALGPS2
Ripasudil,BCKDK,SCRIB
Ripasudil,BCKDK,SHROOM2
Ripasudil,BCKDK,STT3B
Ripasudil,BCKDK,TC2N
Ripasudil,BCKDK,TIAM1
Ripasudil,BCKDK,TNKS1BP1
Ripasudil,BMPR1A,C9orf78
Ripasudil,BMPR1A,CLNS1A
Ripasudil,BMPR1A,CSTF3
Ripasudil,BMPR1A,DDX21
Ripasudil,BMPR1A,DNTTIP2
Ripasudil,BMPR1A,EIF2AK4
Ripasudil,BMPR1A,EP400
Ripasudil,BMPR1A,GCFC2
Ripasudil,BMPR1A,HDAC1
Ripasudil,BMPR1A,HDAC2
Ripasudil,BMPR1A,HIRIP3
Ripasudil,BMPR1A,HMGA1
Ripasudil,BMPR1A,IGF2R
Ripasudil,BMPR1A,KAT6A
Ripasudil,BMPR1A,LARP1
Ripasudil,BMPR1A,MCM3
Ripasudil,BMPR1A,MDC1
Ripasudil,BMPR1A,MFAP1
Ripasudil,BMPR1A,MRE11
Ripasudil,BMPR1A,MSH6
Ripasudil,BMPR1A,NCL
Ripasudil,BMPR1A,NUCKS1
Ripasudil,BMPR1A,PCNP
Ripasudil,BMPR1A,PDAP1
Ripasudil,BMPR1A,PRPF38A
Ripasudil,BMPR1A,RPLP0P6
Ripasudil,BMPR1A,RPLP1
Ripasudil,BMPR1A,SMARCAD1
Ripasudil,BMPR1A,SRPK1
Ripasudil,BMPR1A,SRRM1
Ripasudil,BMPR1A,STRN4
Ripasudil,BMPR1A,TMX1
Ripasudil,BMPR1A,USP39
Ripasudil,BMPR1A,WDHD1
Ripasudil,BMPR1A,XRN2
Ripasudil,BMPR1A,ZRANB2
Ripasudil,BMPR1B,CLNS1A
Ripasudil,BMPR1B,CSTF3
Ripasudil,BMPR1B,DDX21
Ripasudil,BMPR1B,DNTTIP2
Ripasudil,BMPR1B,EIF2AK4
Ripasudil,BMPR1B,EP400
Ripasudil,BMPR1B,GCFC2
Ripasudil,BMPR1B,HDAC1
Ripasudil,BMPR1B,HDAC2
Ripasudil,BMPR1B,HIRIP3
Ripasudil,BMPR1B,HMGA1
Ripasudil,BMPR1B,IGF2R
Ripasudil,BMPR1B,KAT6A
Ripasudil,BMPR1B,LARP1
Ripasudil,BMPR1B,MCM3
Ripasudil,BMPR1B,MDC1
Ripasudil,BMPR1B,MFAP1
Ripasudil,BMPR1B,MRE11
Ripasudil,BMPR1B,MSH6
Ripasudil,BMPR1B,NCL
Ripasudil,BMPR1B,NUCKS1
Ripasudil,BMPR1B,PCNP
Ripasudil,BMPR1B,PDAP1
Ripasudil,BMPR1B,PRPF38A
Ripasudil,BMPR1B,RPLP0P6
Ripasudil,BMPR1B,RPLP1
Ripasudil,BMPR1B,SMARCAD1
Ripasudil,BMPR1B,SRPK1
Ripasudil,BMPR1B,STRN4
Ripasudil,BMPR1B,TMX1
Ripasudil,BMPR1B,USP39
Ripasudil,BMPR1B,WDHD1
Ripasudil,BMPR1B,XRN2
Ripasudil,BMPR1B,ZRANB2
Ripasudil,BRAF,MARK4
Ripasudil,BRAF,PACSIN2
Ripasudil,BRAF,UHRF1BP1L
Ripasudil,BRAF,ZNF24
Ripasudil,BRAF,ZNF3
Ripasudil,BRSK1,ARHGAP39
Ripasudil,BRSK1,BLVRA
Ripasudil,BRSK1,BRD1
Ripasudil,BRSK1,CARMIL2
Ripasudil,BRSK1,CDK18
Ripasudil,BRSK1,CERT1
Ripasudil,BRSK1,DDX10
Ripasudil,BRSK1,DMWD
Ripasudil,BRSK1,FBXO42
Ripasudil,BRSK1,GLCCI1
Ripasudil,BRSK1,HNRNPA2B1
Ripasudil,BRSK1,ISCU
Ripasudil,BRSK1,PDE3A
Ripasudil,BRSK1,PITPNM1
Ripasudil,BRSK1,PPIP5K2
Ripasudil,BRSK1,PPP1R12A
Ripasudil,BRSK1,RET
Ripasudil,BRSK1,TIAM1
Ripasudil,BRSK1,TRIM3
Ripasudil,BRSK2,BLVRA
Ripasudil,BRSK2,BRD1
Ripasudil,BRSK2,CARMIL2
Ripasudil,BRSK2,CDK18
Ripasudil,BRSK2,CERT1
Ripasudil,BRSK2,DMWD
Ripasudil,BRSK2,GLCCI1
Ripasudil,BRSK2,ISCU
Ripasudil,BRSK2,PDE3A
Ripasudil,BRSK2,PITPNM1
Ripasudil,BRSK2,PPIP5K2
Ripasudil,BRSK2,PPP1R12A
Ripasudil,BRSK2,RETREG2
Ripasudil,BRSK2,SHROOM3
Ripasudil,BRSK2,TIAM1
Ripasudil,BRSK2,TRIM3
Ripasudil,BRSK2,TRMT2A
Ripasudil,BUB1,ARHGEF5
Ripasudil,BUB1,CLDN3
Ripasudil,BUB1,KIF4A
Ripasudil,BUB1,MATR3
Ripasudil,BUB1,METTL14
Ripasudil,BUB1,MLPH
Ripasudil,BUB1,NCAPH
Ripasudil,BUB1,NFATC2IP
Ripasudil,BUB1,PHETA1
Ripasudil,BUB1,PLEKHG2
Ripasudil,BUB1,PRRT3
Ripasudil,BUB1,TBC1D10B
Ripasudil,CAMK1D,ALPK3
Ripasudil,CAMK1D,ANKRD34A
Ripasudil,CAMK1D,BRAF
Ripasudil,CAMK1D,CDK18
Ripasudil,CAMK1D,CTNND2
Ripasudil,CAMK1D,EPS8
Ripasudil,CAMK1D,ISCU
Ripasudil,CAMK1D,KIF4A
Ripasudil,CAMK1D,KNL1
Ripasudil,CAMK1D,MAST2
Ripasudil,CAMK1D,MATR3
Ripasudil,CAMK1D,MEX3C
Ripasudil,CAMK1D,MLPH
Ripasudil,CAMK1D,NCAPH
Ripasudil,CAMK1D,ORC1
Ripasudil,CAMK1D,PHETA1
Ripasudil,CAMK1D,PITPNM1
Ripasudil,CAMK1D,PPIP5K2
Ripasudil,CAMK1D,TMEM40
Ripasudil,CAMK1G,ALPK3
Ripasudil,CAMK1G,BLVRA
Ripasudil,CAMK1G,CABLES1
Ripasudil,CAMK1G,CARD11
Ripasudil,CAMK1G,ISCU
Ripasudil,CAMK1G,KIF4A
Ripasudil,CAMK1G,KNL1
Ripasudil,CAMK1G,MEX3C
Ripasudil,CAMK1G,MLPH
Ripasudil,CAMK1G,NCAPH
Ripasudil,CAMK1G,PITPNM1
Ripasudil,CAMK1G,PPIP5K2
Ripasudil,CAMK1G,PRICKLE1
Ripasudil,CAMK2B,ANKRD34A
Ripasudil,CAMK2B,BRAF
Ripasudil,CAMK2B,CD2AP
Ripasudil,CAMK2B,DDX46
Ripasudil,CAMK2B,FAM102B
Ripasudil,CAMK2B,HTT
Ripasudil,CAMK2B,MAST2
Ripasudil,CAMK2B,MATR3
Ripasudil,CAMK2B,MTMR7
Ripasudil,CAMK2B,NSUN2
Ripasudil,CAMK2B,PITPNM1
Ripasudil,CAMK2B,PNISR
Ripasudil,CAMK2B,SPIRE1
Ripasudil,CAMK2B,WDR33
Ripasudil,CAMK2D,ANKRD34A
Ripasudil,CAMK2D,ARHGEF16
Ripasudil,CAMK2D,BRAF
Ripasudil,CAMK2D,CD2AP
Ripasudil,CAMK2D,CTNND2
Ripasudil,CAMK2D,DMWD
Ripasudil,CAMK2D,EGFR
Ripasudil,CAMK2D,FAM102B
Ripasudil,CAMK2D,FRMD4B
Ripasudil,CAMK2D,GLCCI1
Ripasudil,CAMK2D,HSPB1
Ripasudil,CAMK2D,HTT
Ripasudil,CAMK2D,MAST2
Ripasudil,CAMK2D,MEX3C
Ripasudil,CAMK2D,MTMR7
Ripasudil,CAMK2D,PITPNM1
Ripasudil,CAMK2D,PTGFRN
Ripasudil,CAMK2D,RET
Ripasudil,CAMK2D,RPL13
Ripasudil,CAMK2D,SHROOM2
Ripasudil,CAMK2D,SPIRE1
Ripasudil,CAMK2D,WDR33
Ripasudil,CAMK2G,CEBPZ
Ripasudil,CAMK2G,CLIP1
Ripasudil,CAMK2G,EEF1B2
Ripasudil,CAMK2G,EIF5B
Ripasudil,CAMK2G,FOXN3
Ripasudil,CAMK2G,GPALPP1
Ripasudil,CAMK2G,HDAC1
Ripasudil,CAMK2G,HDAC2
Ripasudil,CAMK2G,HIRIP3
Ripasudil,CAMK2G,HMGA1
Ripasudil,CAMK2G,IGF2R
Ripasudil,CAMK2G,INCENP
Ripasudil,CAMK2G,IWS1
Ripasudil,CAMK2G,KLHDC4
Ripasudil,CAMK2G,MCM3
Ripasudil,CAMK2G,MFAP1
Ripasudil,CAMK2G,MRE11
Ripasudil,CAMK2G,NCL
Ripasudil,CAMK2G,NGDN
Ripasudil,CAMK2G,NUCKS1
Ripasudil,CAMK2G,PDAP1
Ripasudil,CAMK2G,PPP6R1
Ripasudil,CAMK2G,RRN3
Ripasudil,CAMK2G,RRP8
Ripasudil,CAMK2G,SAP130
Ripasudil,CAMK2G,SF3B2
Ripasudil,CAMK2G,SLC4A1AP
Ripasudil,CAMK2G,SRSF10
Ripasudil,CAMK2G,SUPT6H
Ripasudil,CAMK2G,TPD52
Ripasudil,CAMK2G,TPD52L1
Ripasudil,CAMK2G,TPD52L2
Ripasudil,CAMK2G,WASHC2A
Ripasudil,CAMK2G,YJU2
Ripasudil,CAMK2G,ZC3H4
Ripasudil,CAMK2G,ZNHIT3
Ripasudil,CAMK4,ALPK3
Ripasudil,CAMK4,ANKRD34A
Ripasudil,CAMK4,ARHGEF5
Ripasudil,CAMK4,BLVRA
Ripasudil,CAMK4,CIT
Ripasudil,CAMK4,FOXP4
Ripasudil,CAMK4,KIF4A
Ripasudil,CAMK4,KNL1
Ripasudil,CAMK4,MEX3C
Ripasudil,CAMK4,MLPH
Ripasudil,CAMK4,NCAPH
Ripasudil,CAMK4,ORC1
Ripasudil,CAMK4,PITPNM1
Ripasudil,CAMK4,PPIP5K2
Ripasudil,CAMKK1,CHD4
Ripasudil,CAMKK1,EPS15L1
Ripasudil,CAMKK1,PACSIN2
Ripasudil,CAMKK2,CHD1
Ripasudil,CDK1,CIC
Ripasudil,CDK1,EHMT2
Ripasudil,CDK1,KAT5
Ripasudil,CDK1,KDF1
Ripasudil,CDK1,MACF1
Ripasudil,CDK1,MON1B
Ripasudil,CDK1,PLCH1
Ripasudil,CDK1,PPM1D
Ripasudil,CDK1,PYGO2
Ripasudil,CDK1,RECQL5
Ripasudil,CDK1,RREB1
Ripasudil,CDK1,SMARCC1
Ripasudil,CDK1,SRRM1
Ripasudil,CDK1,SSH3
Ripasudil,CDK1,TACC2
Ripasudil,CDK1,WNK3
Ripasudil,CDK1,ZMYM2
Ripasudil,CDK10,ACIN1
Ripasudil,CDK10,CDK13
Ripasudil,CDK10,DDX23
Ripasudil,CDK10,EMSY
Ripasudil,CDK10,HNRNPUL1
Ripasudil,CDK10,KATNA1
Ripasudil,CDK10,MAPT
Ripasudil,CDK10,METTL14
Ripasudil,CDK10,MICAL3
Ripasudil,CDK10,NCOR2
Ripasudil,CDK10,OIP5
Ripasudil,CDK10,PLCH1
Ripasudil,CDK10,PRPF4B
Ripasudil,CDK10,RBM10
Ripasudil,CDK10,SRRM2
Ripasudil,CDK10,SRSF1
Ripasudil,CDK10,TACC2
Ripasudil,CDK10,TRIM3
Ripasudil,CDK10,WNK3
Ripasudil,CDK10,ZNF318
Ripasudil,CDK12,ASH1L
Ripasudil,CDK12,ATXN2L
Ripasudil,CDK12,AXIN1
Ripasudil,CDK12,BUD13
Ripasudil,CDK12,CCDC120
Ripasudil,CDK12,CDK13
Ripasudil,CDK12,EPS8L2
Ripasudil,CDK12,HNRNPUL1
Ripasudil,CDK12,ITPKB
Ripasudil,CDK12,KAT5
Ripasudil,CDK12,LSM14A
Ripasudil,CDK12,LSM14B
Ripasudil,CDK12,MIA3
Ripasudil,CDK12,MTCL1
Ripasudil,CDK12,NAA30
Ripasudil,CDK12,OIP5
Ripasudil,CDK12,RPS6KA4
Ripasudil,CDK12,SELENON
Ripasudil,CDK12,SENP3
Ripasudil,CDK12,SP110
Ripasudil,CDK12,SRRM1
Ripasudil,CDK12,SRSF1
Ripasudil,CDK12,TBX2
Ripasudil,CDK12,WNK3
Ripasudil,CDK12,ZNF148
Ripasudil,CDK12,ZNF687
Ripasudil,CDK13,ASH1L
Ripasudil,CDK13,AXIN1
Ripasudil,CDK13,BUD13
Ripasudil,CDK13,CCDC120
Ripasudil,CDK13,EPS8L2
Ripasudil,CDK13,ITPKB
Ripasudil,CDK13,KAT5
Ripasudil,CDK13,LSM14B
Ripasudil,CDK13,MIA3
Ripasudil,CDK13,MICAL3
Ripasudil,CDK13,MTCL1
Ripasudil,CDK13,PELP1
Ripasudil,CDK13,SELENON
Ripasudil,CDK13,SP110
Ripasudil,CDK13,SRRM1
Ripasudil,CDK13,SRSF1
Ripasudil,CDK13,SSU72
Ripasudil,CDK13,WNK3
Ripasudil,CDK13,ZNF148
Ripasudil,CDK13,ZNF609
Ripasudil,CDK13,ZNF687
Ripasudil,CDK14,BARD1
Ripasudil,CDK14,CDK13
Ripasudil,CDK14,CNKSR1
Ripasudil,CDK14,EMSY
Ripasudil,CDK14,KANSL3
Ripasudil,CDK14,KATNA1
Ripasudil,CDK14,KNL1
Ripasudil,CDK14,LIN28B
Ripasudil,CDK14,MAST3
Ripasudil,CDK14,METTL14
Ripasudil,CDK14,N4BP3
Ripasudil,CDK14,NCOR2
Ripasudil,CDK14,PLEKHG3
Ripasudil,CDK14,PRPF4B
Ripasudil,CDK14,SHANK2
Ripasudil,CDK14,SPECC1
Ripasudil,CDK14,SRRM2
Ripasudil,CDK14,SRSF1
Ripasudil,CDK14,WNK3
Ripasudil,CDK14,ZDHHC8
Ripasudil,CDK14,ZMYM2
Ripasudil,CDK14,ZNF318
Ripasudil,CDK14,ZNF460
Ripasudil,CDK16,ATXN2L
Ripasudil,CDK16,BCOR
Ripasudil,CDK16,CBX6
Ripasudil,CDK16,GATAD2A
Ripasudil,CDK16,KANSL3
Ripasudil,CDK16,KNL1
Ripasudil,CDK16,LIN28B
Ripasudil,CDK16,MAPT
Ripasudil,CDK16,METTL14
Ripasudil,CDK16,MON1B
Ripasudil,CDK16,N4BP3
Ripasudil,CDK16,NCOR2
Ripasudil,CDK16,SCAF1
Ripasudil,CDK16,SHANK2
Ripasudil,CDK16,SPECC1
Ripasudil,CDK16,WNK3
Ripasudil,CDK16,ZMYM2
Ripasudil,CDK17,ATXN2L
Ripasudil,CDK17,AXIN1
Ripasudil,CDK17,KANSL3
Ripasudil,CDK17,KNL1
Ripasudil,CDK17,LIN28B
Ripasudil,CDK17,MAST3
Ripasudil,CDK17,METTL14
Ripasudil,CDK17,MON1B
Ripasudil,CDK17,N4BP3
Ripasudil,CDK17,PLEKHG2
Ripasudil,CDK17,PLEKHG3
Ripasudil,CDK17,RBBP8NL
Ripasudil,CDK17,SELENON
Ripasudil,CDK17,SHANK2
Ripasudil,CDK17,SPECC1
Ripasudil,CDK17,WNK3
Ripasudil,CDK17,ZMYM2
Ripasudil,CDK17,ZNF318
Ripasudil,CDK18,ATXN2L
Ripasudil,CDK18,AXIN1
Ripasudil,CDK18,KANSL3
Ripasudil,CDK18,KDM5A
Ripasudil,CDK18,KNL1
Ripasudil,CDK18,LIN28B
Ripasudil,CDK18,MAST3
Ripasudil,CDK18,METTL14
Ripasudil,CDK18,MON1B
Ripasudil,CDK18,N4BP3
Ripasudil,CDK18,PLEKHG2
Ripasudil,CDK18,PLEKHG3
Ripasudil,CDK18,PRRT3
Ripasudil,CDK18,SELENON
Ripasudil,CDK18,SHANK2
Ripasudil,CDK18,SOX3
Ripasudil,CDK18,SPECC1
Ripasudil,CDK18,TNS2
Ripasudil,CDK18,WNK3
Ripasudil,CDK18,ZMYM2
Ripasudil,CDK18,ZNF318
Ripasudil,CDK19,ACACA
Ripasudil,CDK19,ATXN2L
Ripasudil,CDK19,CDK13
Ripasudil,CDK19,CNKSR1
Ripasudil,CDK19,CTTN
Ripasudil,CDK19,DCAF5
Ripasudil,CDK19,EPS8L2
Ripasudil,CDK19,KANSL3
Ripasudil,CDK19,MON1B
Ripasudil,CDK19,MPP1
Ripasudil,CDK19,N4BP3
Ripasudil,CDK19,PLEKHG2
Ripasudil,CDK19,SELENON
Ripasudil,CDK19,SPECC1
Ripasudil,CDK19,TNS2
Ripasudil,CDK19,WNK3
Ripasudil,CDK19,ZMYM2
Ripasudil,CDK19,ZNF219
Ripasudil,CDK2,AFF4
Ripasudil,CDK2,CIC
Ripasudil,CDK2,EHMT2
Ripasudil,CDK2,KIF24
Ripasudil,CDK2,LIG1
Ripasudil,CDK2,MACF1
Ripasudil,CDK2,NEDD1
Ripasudil,CDK2,NUFIP2
Ripasudil,CDK2,PLCH1
Ripasudil,CDK2,PSMD8
Ripasudil,CDK2,PYGO2
Ripasudil,CDK2,RB1
Ripasudil,CDK2,RECQL5
Ripasudil,CDK2,RGPD2
Ripasudil,CDK2,RREB1
Ripasudil,CDK2,SSH3
Ripasudil,CDK2,TACC2
Ripasudil,CDK2,ZNF507
Ripasudil,CDK3,AAK1
Ripasudil,CDK3,AFF4
Ripasudil,CDK3,CIC
Ripasudil,CDK3,EHMT2
Ripasudil,CDK3,KIF24
Ripasudil,CDK3,MACF1
Ripasudil,CDK3,PLCH1
Ripasudil,CDK3,PYGO2
Ripasudil,CDK3,RB1
Ripasudil,CDK3,RECQL5
Ripasudil,CDK3,RREB1
Ripasudil,CDK3,SIN3A
Ripasudil,CDK3,SSH3
Ripasudil,CDK3,TACC2
Ripasudil,CDK3,WNK3
Ripasudil,CDK4,AAK1
Ripasudil,CDK4,ACIN1
Ripasudil,CDK4,CCDC120
Ripasudil,CDK4,CDK13
Ripasudil,CDK4,CIC
Ripasudil,CDK4,DDX23
Ripasudil,CDK4,EPS8L2
Ripasudil,CDK4,KAT5
Ripasudil,CDK4,KDM2A
Ripasudil,CDK4,LSM14B
Ripasudil,CDK4,MICAL3
Ripasudil,CDK4,N4BP3
Ripasudil,CDK4,NCOR2
Ripasudil,CDK4,OIP5
Ripasudil,CDK4,PLCH1
Ripasudil,CDK4,PYM1
Ripasudil,CDK4,SRSF1
Ripasudil,CDK4,WNK3
Ripasudil,CDK4,ZNF148
Ripasudil,CDK5,ASH1L
Ripasudil,CDK5,CIC
Ripasudil,CDK5,EHMT2
Ripasudil,CDK5,EPS8L2
Ripasudil,CDK5,LSM14B
Ripasudil,CDK5,MACF1
Ripasudil,CDK5,MAP3K11
Ripasudil,CDK5,MAPT
Ripasudil,CDK5,NUFIP2
Ripasudil,CDK5,PELP1
Ripasudil,CDK5,PLCH1
Ripasudil,CDK5,PPM1D
Ripasudil,CDK5,SHANK2
Ripasudil,CDK5,SNTB2
Ripasudil,CDK5,SP110
Ripasudil,CDK5,SRSF1
Ripasudil,CDK5,TACC2
Ripasudil,CDK5,WNK3
Ripasudil,CDK6,AAK1
Ripasudil,CDK6,ACIN1
Ripasudil,CDK6,BUD13
Ripasudil,CDK6,DDX23
Ripasudil,CDK6,EHMT2
Ripasudil,CDK6,KDM2A
Ripasudil,CDK6,LSM14B
Ripasudil,CDK6,MADD
Ripasudil,CDK6,MICAL3
Ripasudil,CDK6,NCOR2
Ripasudil,CDK6,OIP5
Ripasudil,CDK6,PLCH1
Ripasudil,CDK6,PPM1D
Ripasudil,CDK6,PYM1
Ripasudil,CDK6,RB1
Ripasudil,CDK6,SSU72
Ripasudil,CDK6,TBX2
Ripasudil,CDK6,WNK3
Ripasudil,CDK6,ZNF148
Ripasudil,CDK7,ACACA
Ripasudil,CDK7,ATXN2L
Ripasudil,CDK7,C2orf49
Ripasudil,CDK7,CDK13
Ripasudil,CDK7,CNKSR1
Ripasudil,CDK7,CTTN
Ripasudil,CDK7,DCAF5
Ripasudil,CDK7,KANSL3
Ripasudil,CDK7,KDM5A
Ripasudil,CDK7,METTL14
Ripasudil,CDK7,N4BP3
Ripasudil,CDK7,NCOR2
Ripasudil,CDK7,PLEKHG2
Ripasudil,CDK7,RELL1
Ripasudil,CDK7,ROBO1
Ripasudil,CDK7,SELENON
Ripasudil,CDK7,SOX3
Ripasudil,CDK7,SPECC1
Ripasudil,CDK7,TNS2
Ripasudil,CDK7,TRIM3
Ripasudil,CDK7,VIRMA
Ripasudil,CDK7,ZMYM2
Ripasudil,CDK8,ACACA
Ripasudil,CDK8,ATXN2L
Ripasudil,CDK8,CNKSR1
Ripasudil,CDK8,CTTN
Ripasudil,CDK8,EPS8L2
Ripasudil,CDK8,KANSL3
Ripasudil,CDK8,KDM5A
Ripasudil,CDK8,KNL1
Ripasudil,CDK8,MON1B
Ripasudil,CDK8,MPP1
Ripasudil,CDK8,N4BP3
Ripasudil,CDK8,PLEKHG2
Ripasudil,CDK8,SELENON
Ripasudil,CDK8,SPECC1
Ripasudil,CDK8,SSU72
Ripasudil,CDK8,TNS2
Ripasudil,CDK8,TRPS1
Ripasudil,CDK8,YBX3
Ripasudil,CDK8,ZMYM2
Ripasudil,CDK8,ZNF219
